,name,year,sellingprice,kmdriven,fuel,sellertype,transmission,owner,kmdriven_sc,year_sc,sellingprice_sc
2680,Hyundai i20 Magna,2010,250000,55000,Petrol,Individual,Manual,First Owner,-0.2404820600123716,-0.7333066048520753,-0.4393002322463333
2681,Fiat Punto 1.3 Active,2010,99000,80000,Diesel,Individual,Manual,Second Owner,0.2955531407160608,-0.7333066048520753,-0.7003281973717528
2682,Renault KWID 1.0,2017,350000,55000,Petrol,Individual,Manual,First Owner,-0.2404820600123716,0.927484706867432,-0.266434030176519
2683,Hyundai Xcent 1.2 VTVT E Plus,2018,511000,70000,Petrol,Individual,Manual,First Owner,0.0811390604246878,1.1647406085416476,0.0118805551558817
2684,Maruti Ritz VDi,2012,300000,80000,Diesel,Individual,Manual,First Owner,0.2955531407160608,-0.2587948015036446,-0.3528671312114262
2685,Audi Q5 2.0 TFSI Quattro,2010,1100000,110000,Petrol,Individual,Automatic,First Owner,0.9387953815901798,-0.7333066048520753,1.0300624853470874
2686,Hyundai i10 Sportz 1.2,2010,125000,60000,Petrol,Individual,Manual,Third Owner,-0.1332750198666852,-0.7333066048520753,-0.655382984833601
2687,Tata Tiago 1.2 Revotron XZ,2018,500000,30000,Petrol,Individual,Manual,First Owner,-0.7765172607408042,1.1647406085416476,-0.0071347270717977
2688,Renault Duster 85PS Diesel RxL,2013,385000,80000,Diesel,Individual,Manual,Second Owner,0.2955531407160608,-0.0215388998294292,-0.2059308594520841
2689,Skoda Rapid 1.6 MPI Elegance,2012,350000,90000,Petrol,Individual,Manual,First Owner,0.5099672210074339,-0.2587948015036446,-0.266434030176519
2690,Maruti 800 Std BSIII,2003,60000,50000,Petrol,Individual,Manual,First Owner,-0.3476891001580582,-2.394097916571583,-0.7677460161789803
2691,Hyundai Santro Xing GLS,2012,300000,50000,Petrol,Individual,Manual,First Owner,-0.3476891001580582,-0.2587948015036446,-0.3528671312114262
2692,Hyundai i20 1.4 CRDi Asta,2012,400000,70000,Diesel,Individual,Manual,First Owner,0.0811390604246878,-0.2587948015036446,-0.1800009291416119
2693,Ford Ecosport 1.5 DV5 MT Titanium,2014,550000,110000,Diesel,Individual,Manual,First Owner,0.9387953815901798,0.2157170018447861,0.0792983739631093
2694,Nissan Sunny XL,2012,300000,80000,Petrol,Individual,Manual,Second Owner,0.2955531407160608,-0.2587948015036446,-0.3528671312114262
2695,Maruti Swift VDI,2012,250000,156000,Diesel,Individual,Manual,First Owner,1.925100150930496,-0.2587948015036446,-0.4393002322463333
2696,Toyota Innova 2.5 GX 7 STR,2012,800000,180000,Diesel,Individual,Manual,First Owner,2.439693943629791,-0.2587948015036446,0.5114638791376448
2697,Maruti Eeco 5 Seater AC BSIV,2018,300000,25000,Petrol,Individual,Manual,First Owner,-0.8837243008864907,1.1647406085416476,-0.3528671312114262
2698,Maruti Alto LX,2004,80000,120000,Petrol,Individual,Manual,First Owner,1.153209461881553,-2.1568420148973675,-0.7331727757650174
2699,Mahindra Scorpio S5 BSIV,2020,1200000,11000,Diesel,Individual,Manual,First Owner,-1.183904013294413,1.6392524118900782,1.2029286874169016
2700,Renault KWID AMT,2017,355000,40000,Petrol,Individual,Automatic,First Owner,-0.5621031804494312,0.927484706867432,-0.2577907200730284
2701,Maruti Swift Dzire VDI,2015,520000,50000,Diesel,Individual,Manual,First Owner,-0.3476891001580582,0.4529729035190014,0.027438513342165
2702,Hyundai Verna 1.6 CRDI,2012,500000,26000,Diesel,Individual,Manual,First Owner,-0.8622828928573534,-0.2587948015036446,-0.0071347270717977
2703,Maruti Alto LXi,2008,114999,30000,Petrol,Individual,Manual,First Owner,-0.7765172607408042,-1.207818408200506,-0.6726713337026031
2704,Toyota Fortuner 4x2 Manual,2014,1800000,50000,Diesel,Individual,Manual,First Owner,-0.3476891001580582,0.2157170018447861,2.2401258998357867
2705,Mahindra TUV 300 T6 Plus,2018,800000,20000,Diesel,Individual,Manual,First Owner,-0.9909313410321772,1.1647406085416476,0.5114638791376448
2706,Maruti Alto LXi BSIII,2008,105000,30000,Petrol,Individual,Manual,Second Owner,-0.7765172607408042,-1.207818408200506,-0.6899562252475638
2707,Maruti Alto LXi,2011,135000,78000,Petrol,Individual,Manual,First Owner,0.2526703246577862,-0.49605070317786,-0.6380963646266197
2708,Maruti Wagon R VXI BS IV,2011,170000,40000,Petrol,Individual,Manual,Second Owner,-0.5621031804494312,-0.49605070317786,-0.5775931939021847
2709,Hyundai Verna 1.6 SX VTVT,2014,550000,100000,Petrol,Individual,Manual,First Owner,0.7243813012988068,0.2157170018447861,0.0792983739631093
2710,Honda City 1.5 V MT,2009,250000,70000,Petrol,Individual,Manual,Third Owner,0.0811390604246878,-0.9705625065262908,-0.4393002322463333
2711,Hyundai Elantra CRDi SX,2014,650000,30000,Diesel,Individual,Manual,Second Owner,-0.7765172607408042,0.2157170018447861,0.2521645760329235
2712,Honda City 1.5 V AT Exclusive,2008,210000,77000,Petrol,Individual,Automatic,Third Owner,0.2312289166286489,-1.207818408200506,-0.5084467130742589
2713,Volkswagen Vento Diesel Highline,2011,260000,150000,Diesel,Individual,Manual,First Owner,1.796451702755672,-0.49605070317786,-0.4220136120393519
2714,Maruti Swift Dzire ZDI,2016,750000,69000,Diesel,Individual,Manual,First Owner,0.0596976523955505,0.6902288051932168,0.4250307781027377
2715,Toyota Innova Crysta 2.8 GX AT BSIV,2016,1350000,120000,Diesel,Individual,Automatic,First Owner,1.153209461881553,0.6902288051932168,1.462227990521623
2716,Maruti Ritz VDi,2012,220000,120000,Diesel,Individual,Manual,Second Owner,1.153209461881553,-0.2587948015036446,-0.4911600928672776
2717,Hyundai Getz 1.3 GLS,2008,110000,110000,Petrol,Individual,Manual,Second Owner,0.9387953815901798,-1.207818408200506,-0.6813129151440732
2718,Mahindra XUV500 AT W8 FWD,2017,1230000,70000,Diesel,Individual,Automatic,First Owner,0.0811390604246878,0.927484706867432,1.2547885480378458
2719,Mahindra Quanto C6,2013,220000,110000,Diesel,Individual,Manual,First Owner,0.9387953815901798,-0.0215388998294292,-0.4911600928672776
2720,Tata Indigo LX Dicor,2009,130000,50000,Diesel,Individual,Manual,First Owner,-0.3476891001580582,-0.9705625065262908,-0.6467396747301103
2721,Hyundai i20 1.2 Magna,2012,330000,44000,Petrol,Individual,Manual,First Owner,-0.476337548332882,-0.2587948015036446,-0.3010072705904819
2722,Honda City 1.5 S MT,2010,254999,90000,Petrol,Individual,Manual,Second Owner,0.5099672210074339,-0.7333066048520753,-0.4306586508048632
2723,Hyundai Verna 1.6 SX VTVT (O),2014,600000,50000,Petrol,Individual,Manual,Second Owner,-0.3476891001580582,0.2157170018447861,0.1657314749980164
2724,Hyundai i10 Magna,2012,210000,50000,Petrol,Individual,Manual,First Owner,-0.3476891001580582,-0.2587948015036446,-0.5084467130742589
2725,Chevrolet Enjoy TCDi LT 7 Seater,2014,300000,146000,Diesel,Individual,Manual,First Owner,1.7106860706391227,0.2157170018447861,-0.3528671312114262
2726,Tata Tiago 1.2 Revotron XTA,2018,426000,15000,Petrol,Individual,Automatic,First Owner,-1.0981383811778638,1.1647406085416476,-0.1350557166034602
2727,Maruti Alto K10 VXI,2015,265000,60000,Petrol,Individual,Manual,First Owner,-0.1332750198666852,0.4529729035190014,-0.4133703019358611
2728,Hyundai Xcent 1.2 Kappa SX,2016,450000,35000,Petrol,Individual,Manual,Second Owner,-0.6693102205951177,0.6902288051932168,-0.0935678281067048
2729,Hyundai Verna 1.6 SX,2012,480000,80000,Diesel,Individual,Manual,First Owner,0.2955531407160608,-0.2587948015036446,-0.0417079674857606
2730,Tata Nano Lx,2010,40000,90000,Petrol,Individual,Manual,First Owner,0.5099672210074339,-0.7333066048520753,-0.8023192565929431
2731,Honda City 1.5 S MT,2011,395000,70000,Petrol,Individual,Manual,Second Owner,0.0811390604246878,-0.49605070317786,-0.1886442392451026
2732,Maruti Wagon R VXI BS IV,2013,229999,62000,Petrol,Individual,Manual,Second Owner,-0.0903922038084105,-0.0215388998294292,-0.4738752013223168
2733,Ford Ecosport 1.5 Petrol Titanium Plus AT,2018,875000,10000,Petrol,Individual,Automatic,First Owner,-1.2053454213235502,1.1647406085416476,0.6411135306900055
2734,Maruti Eeco 5 STR With AC Plus HTR CNG,2010,170000,80000,CNG,Individual,Manual,Fourth & Above Owner,0.2955531407160608,-0.7333066048520753,-0.5775931939021847
2735,Hyundai i20 Sportz 1.2,2015,500000,35000,Petrol,Individual,Manual,Second Owner,-0.6693102205951177,0.4529729035190014,-0.0071347270717977
2736,Renault Duster 85PS Diesel RxL,2013,450000,1000,Diesel,Dealer,Manual,Second Owner,-1.398318093585786,-0.0215388998294292,-0.0935678281067048
2737,Mercedes-Benz C-Class Progressive C 220d,2018,3800000,10000,Diesel,Dealer,Automatic,First Owner,-1.2053454213235502,1.1647406085416476,5.697449941232072
2738,Audi A4 3.0 TDI Quattro,2013,1580000,86000,Diesel,Dealer,Automatic,First Owner,0.4242015888908846,-0.0215388998294292,1.859820255282196
2739,BMW X5 xDrive 30d xLine,2019,4950000,30000,Diesel,Dealer,Automatic,First Owner,-0.7765172607408042,1.401996510215863,7.685411265034934
2740,Hyundai Creta 1.6 CRDi SX,2016,535000,52600,Diesel,Individual,Manual,First Owner,-0.2919414392823012,0.6902288051932168,0.0533684436526372
2741,Maruti SX4 Vxi BSIV,2012,225000,110000,Petrol,Individual,Manual,Second Owner,0.9387953815901798,-0.2587948015036446,-0.4825167827637868
2742,Hyundai Grand i10 1.2 Kappa Magna AT,2017,550000,19890,Petrol,Dealer,Automatic,First Owner,-0.9932898959153824,0.927484706867432,0.0792983739631093
2743,Maruti Swift ZXI BSIV,2016,670000,7104,Petrol,Trustmark Dealer,Manual,First Owner,-1.2674397389759318,0.6902288051932168,0.2867378164468864
2744,Maruti Ertiga VXI,2015,625000,11918,Petrol,Trustmark Dealer,Manual,First Owner,-1.164220800723665,0.4529729035190014,0.2089480255154699
2745,Hyundai Grand i10 Magna AT,2017,520000,10510,Petrol,Dealer,Automatic,First Owner,-1.19441030322869,0.927484706867432,0.027438513342165
2746,Chevrolet Beat LT Option,2016,239000,41000,Petrol,Dealer,Manual,First Owner,-0.5406617724202939,0.6902288051932168,-0.4583155144740128
2747,Toyota Fortuner 4x2 AT,2017,2600000,47162,Diesel,Trustmark Dealer,Automatic,First Owner,-0.4085398161447499,0.927484706867432,3.623055516394301
2748,Maruti S-Cross Zeta DDiS 200 SH,2015,750000,45974,Diesel,Trustmark Dealer,Manual,First Owner,-0.4340122088833649,0.4529729035190014,0.4250307781027377
2749,Hyundai i10 Magna,2012,229999,49824,Petrol,Dealer,Manual,First Owner,-0.3514627879711863,-0.2587948015036446,-0.4738752013223168
2750,Audi A6 2.0 TDI Premium Plus,2013,1300000,58500,Diesel,Dealer,Automatic,First Owner,-0.1654371319103911,-0.0215388998294292,1.3757948894867158
2751,Hyundai Santro GS,2005,80000,56580,Petrol,Dealer,Manual,First Owner,-0.2066046353263347,-1.919586113223152,-0.7331727757650174
2752,Skoda Laura Ambiente 2.0 TDI CR MT,2012,385000,52000,Diesel,Dealer,Manual,First Owner,-0.3048062840997836,-0.2587948015036446,-0.2059308594520841
2753,Hyundai Verna 1.6 VTVT SX,2015,760000,55340,Petrol,Trustmark Dealer,Manual,First Owner,-0.233191981282465,0.4529729035190014,0.4423173983097191
2754,Maruti Swift Dzire VDI,2017,600000,46507,Diesel,Trustmark Dealer,Manual,First Owner,-0.4225839384038348,0.927484706867432,0.1657314749980164
2755,Maruti Ignis 1.2 Sigma BSIV,2019,450000,40000,Petrol,Individual,Manual,First Owner,-0.5621031804494312,1.401996510215863,-0.0935678281067048
2756,Maruti Ignis 1.2 Sigma BSIV,2019,450000,40000,Petrol,Individual,Manual,First Owner,-0.5621031804494312,1.401996510215863,-0.0935678281067048
2757,Maruti Ertiga VDI,2012,550000,120000,Diesel,Individual,Manual,Third Owner,1.153209461881553,-0.2587948015036446,0.0792983739631093
2758,Tata Manza Aura Safire BS IV,2013,200000,60000,Petrol,Individual,Manual,First Owner,-0.1332750198666852,-0.0215388998294292,-0.5257333332812404
2759,Tata Indica GLS BS IV,2008,80000,90000,Petrol,Individual,Manual,Second Owner,0.5099672210074339,-1.207818408200506,-0.7331727757650174
2760,Tata New Safari DICOR 2.2 EX 4x2,2010,300000,250000,Diesel,Individual,Manual,Second Owner,3.9405925056694016,-0.7333066048520753,-0.3528671312114262
2761,Ford Aspire Titanium Plus Diesel BSIV,2019,675000,15000,Diesel,Individual,Manual,First Owner,-1.0981383811778638,1.401996510215863,0.295381126550377
2762,Maruti Eeco 7 Seater Standard BSIV,2017,260000,30000,Petrol,Individual,Manual,First Owner,-0.7765172607408042,0.927484706867432,-0.4220136120393519
2763,Hyundai Grand i10 1.2 Kappa Asta,2019,500000,15000,Petrol,Individual,Manual,First Owner,-1.0981383811778638,1.401996510215863,-0.0071347270717977
2764,Hyundai EON Sportz,2012,150000,55766,Petrol,Individual,Manual,Second Owner,-0.2240579414620525,-0.2587948015036446,-0.6121664343161475
2765,Maruti Alto LXi,2006,100000,80000,Petrol,Individual,Manual,First Owner,0.2955531407160608,-1.682330211548937,-0.6985995353510546
2766,Maruti Wagon R LXI,2001,70000,117000,Petrol,Individual,Manual,Second Owner,1.088885237794141,-2.8686097199200136,-0.7504593959719988
2767,Maruti Alto LX,2004,100000,70000,Petrol,Individual,Manual,First Owner,0.0811390604246878,-2.1568420148973675,-0.6985995353510546
2768,Toyota Innova 2.5 VX (Diesel) 7 Seater,2012,730000,110000,Diesel,Individual,Manual,Second Owner,0.9387953815901798,-0.2587948015036446,0.3904575376887749
2769,Nissan Terrano XL 85 PS,2016,525000,100000,Diesel,Individual,Manual,Second Owner,0.7243813012988068,0.6902288051932168,0.0360818234456557
2770,Nissan Terrano XL 85 PS,2016,525000,105000,Diesel,Individual,Manual,Second Owner,0.8315883414444933,0.6902288051932168,0.0360818234456557
2771,Toyota Innova 2.5 V Diesel 7-seater,2009,550000,182000,Diesel,Individual,Manual,Third Owner,2.4825767596880657,-0.9705625065262908,0.0792983739631093
2772,Toyota Corolla Altis Diesel D4DJ,2012,420000,95000,Diesel,Individual,Manual,Second Owner,0.6171742611531204,-0.2587948015036446,-0.1454276887276491
2773,Honda Amaze SX i-VTEC,2015,500000,70000,Petrol,Individual,Manual,First Owner,0.0811390604246878,0.4529729035190014,-0.0071347270717977
2774,Maruti Wagon R LXI Minor,2009,165000,76000,Petrol,Individual,Manual,Second Owner,0.2097875085995116,-0.9705625065262908,-0.5862365040056754
2775,Hyundai Verna 1.6 SX,2014,650000,70000,Diesel,Individual,Manual,Second Owner,0.0811390604246878,0.2157170018447861,0.2521645760329235
2776,Chevrolet Beat Diesel LT,2013,195000,46000,Diesel,Individual,Manual,First Owner,-0.4334547322746074,-0.0215388998294292,-0.5343766433847311
2777,Maruti Zen LX,1999,75000,70000,Petrol,Individual,Manual,First Owner,0.0811390604246878,-3.343121523268444,-0.7418160858685081
2778,Hyundai Accent CRDi,2005,100000,120000,Diesel,Individual,Manual,Second Owner,1.153209461881553,-1.919586113223152,-0.6985995353510546
2779,Toyota Innova Crysta 2.4 VX MT BSIV,2017,1770000,25000,Diesel,Individual,Manual,First Owner,-0.8837243008864907,0.927484706867432,2.1882660392148425
2780,Maruti Esteem Lxi - BSIII,2006,90000,90000,Petrol,Individual,Manual,First Owner,0.5099672210074339,-1.682330211548937,-0.715886155558036
2781,Hyundai Xcent 1.1 CRDi Base,2016,515000,50000,Diesel,Individual,Manual,First Owner,-0.3476891001580582,0.6902288051932168,0.0187952032386743
2782,Honda Jazz 1.5 VX i DTEC,2017,700000,24585,Diesel,Dealer,Manual,Test Drive Car,-0.8926224852185827,0.927484706867432,0.3385976770678306
2783,Maruti Zen LX,2001,62000,70000,Petrol,Individual,Manual,First Owner,0.0811390604246878,-2.8686097199200136,-0.764288692137584
2784,Toyota Etios GD SP,2011,220000,110000,Diesel,Individual,Manual,Third Owner,0.9387953815901798,-0.49605070317786,-0.4911600928672776
2785,Hyundai Santro Magna CNG BSIV,2019,520000,10000,CNG,Individual,Manual,First Owner,-1.2053454213235502,1.401996510215863,0.027438513342165
2786,Fiat Linea Emotion,2010,170000,100000,Petrol,Individual,Manual,First Owner,0.7243813012988068,-0.7333066048520753,-0.5775931939021847
2787,Ford Figo Diesel Titanium,2011,190000,110000,Diesel,Individual,Manual,Second Owner,0.9387953815901798,-0.49605070317786,-0.5430199534882219
2788,Ford Figo Diesel Titanium,2011,150000,100000,Diesel,Individual,Manual,Second Owner,0.7243813012988068,-0.49605070317786,-0.6121664343161475
2789,Maruti Zen Estilo LXI BS IV,2009,125000,65000,Petrol,Individual,Manual,First Owner,-0.0260679797209986,-0.9705625065262908,-0.655382984833601
2790,Honda Amaze EX i-Dtech,2015,290000,40000,Diesel,Individual,Manual,Third Owner,-0.5621031804494312,0.4529729035190014,-0.3701537514184076
2791,Maruti Celerio X ZXI BSIV,2019,490000,13900,Petrol,Individual,Manual,First Owner,-1.1217239300099149,1.401996510215863,-0.0244213472787791
2792,Tata Tigor 1.2 Revotron XZ Option,2017,434999,17563,Petrol,Individual,Manual,First Owner,-1.0431840523991849,0.927484706867432,-0.1194994870791977
2793,Tata Zest Revotron 1.2T XE,2016,380000,15000,Petrol,Individual,Manual,First Owner,-1.0981383811778638,0.6902288051932168,-0.2145741695555748
2794,Volkswagen Polo Diesel Trendline 1.2L,2012,200000,82000,Diesel,Individual,Manual,Second Owner,0.3384359567743354,-0.2587948015036446,-0.5257333332812404
2795,Ford Figo 1.5D Trend MT,2016,495000,40000,Diesel,Individual,Manual,First Owner,-0.5621031804494312,0.6902288051932168,-0.0157780371752884
2796,Toyota Innova 2.5 Z Diesel 7 Seater BS IV,2014,894999,173000,Diesel,Individual,Manual,Third Owner,2.28960408742583,0.2157170018447861,0.6756850424419476
2797,Mahindra XUV500 W6 2WD,2014,600000,151000,Diesel,Individual,Manual,Second Owner,1.8178931107848093,0.2157170018447861,0.1657314749980164
2798,Honda Brio S MT,2015,300000,50000,Petrol,Individual,Manual,First Owner,-0.3476891001580582,0.4529729035190014,-0.3528671312114262
2799,Honda Amaze E i-VTEC,2017,430000,15000,Petrol,Individual,Manual,First Owner,-1.0981383811778638,0.927484706867432,-0.1281410685206677
2800,Honda Amaze E i-DTEC,2017,370000,80000,Diesel,Individual,Manual,First Owner,0.2955531407160608,0.927484706867432,-0.2318607897625562
2801,Maruti Baleno Zeta 1.2,2019,750000,11000,Petrol,Individual,Manual,First Owner,-1.183904013294413,1.401996510215863,0.4250307781027377
2802,Maruti Alto K10 LXI CNG Optional,2016,300000,50000,CNG,Individual,Manual,First Owner,-0.3476891001580582,0.6902288051932168,-0.3528671312114262
2803,BMW X1 sDrive20d,2012,700000,120000,Diesel,Individual,Automatic,Second Owner,1.153209461881553,-0.2587948015036446,0.3385976770678306
2804,Maruti Wagon R LXI DUO BSIII,2007,100000,70000,LPG,Individual,Manual,Third Owner,0.0811390604246878,-1.4450743098747214,-0.6985995353510546
2805,Hyundai Grand i10 Sportz,2015,300000,90000,Petrol,Individual,Manual,First Owner,0.5099672210074339,0.4529729035190014,-0.3528671312114262
2806,Tata Indica Vista Quadrajet VX,2012,130000,185000,Diesel,Individual,Manual,Second Owner,2.546900983775477,-0.2587948015036446,-0.6467396747301103
2807,Hyundai i20 Asta Option 1.4 CRDi,2016,650000,40000,Diesel,Individual,Manual,First Owner,-0.5621031804494312,0.6902288051932168,0.2521645760329235
2808,Maruti Swift VDI BSIV,2017,509999,25000,Diesel,Individual,Manual,First Owner,-0.8837243008864907,0.927484706867432,0.0101501644731629
